time(s),x,y,z,vx,vy,vz,fuel_mass
0,6671.000000,0.000000,0.000000,0.000000,7.730000,0.000000,500.00
1,6670.991043,7.740000,0.000000,-0.008957,7.740000,0.000000,496.67
2,6670.973119,15.489990,0.000000,-0.017925,7.749990,0.000000,493.33
3,6670.946214,23.249958,0.000000,-0.026905,7.759969,0.000000,490.00
4,6670.910318,31.019896,0.000000,-0.035896,7.769938,0.000000,486.67
5,6670.865420,38.799792,0.000000,-0.044899,7.779896,0.000000,483.33
6,6670.811507,46.589635,0.000000,-0.053913,7.789843,0.000000,480.00
7,6670.748568,54.389416,0.000000,-0.062938,7.799781,0.000000,476.67
8,6670.676593,62.199123,0.000000,-0.071976,7.809707,0.000000,473.33
9,6670.595569,70.018747,0.000000,-0.081024,7.819623,0.000000,470.00
10,6670.505485,77.848275,0.000000,-0.090084,7.829529,0.000000,466.67
11,6670.406330,85.687699,0.000000,-0.099155,7.839424,0.000000,463.33
12,6670.298093,93.537007,0.000000,-0.108237,7.849308,0.000000,460.00
13,6670.180762,101.396188,0.000000,-0.117331,7.859181,0.000000,456.67
14,6670.054325,109.265232,0.000000,-0.126436,7.869044,0.000000,453.33
15,6669.918773,117.144128,0.000000,-0.135552,7.878896,0.000000,450.00
16,6669.774093,125.032866,0.000000,-0.144680,7.888737,0.000000,446.67
17,6669.620275,132.931433,0.000000,-0.153818,7.898568,0.000000,443.33
18,6669.457307,140.839821,0.000000,-0.162968,7.908387,0.000000,440.00
19,6669.285178,148.758017,0.000000,-0.172129,7.918196,0.000000,436.67
20,6669.103878,156.686011,0.000000,-0.181301,7.927994,0.000000,433.33
21,6668.913394,164.623792,0.000000,-0.190484,7.937781,0.000000,430.00
22,6668.713717,172.571349,0.000000,-0.199677,7.947557,0.000000,426.67
23,6668.504834,180.528671,0.000000,-0.208882,7.957322,0.000000,423.33
24,6668.286736,188.495748,0.000000,-0.218098,7.967076,0.000000,420.00
25,6668.059411,196.472567,0.000000,-0.227325,7.976820,0.000000,416.67
26,6667.822848,204.459119,0.000000,-0.236563,7.986552,0.000000,413.33
27,6667.577037,212.455392,0.000000,-0.245811,7.996273,0.000000,410.00
28,6667.321966,220.461375,0.000000,-0.255071,8.005983,0.000000,406.67
29,6667.057625,228.477057,0.000000,-0.264341,8.015682,0.000000,403.33
30,6666.784003,236.502426,0.000000,-0.273622,8.025370,0.000000,400.00
31,6666.501089,244.537473,0.000000,-0.282914,8.035046,0.000000,396.67
32,6666.208872,252.582184,0.000000,-0.292216,8.044712,0.000000,393.33
33,6665.907343,260.636550,0.000000,-0.301530,8.054366,0.000000,390.00
34,6665.596489,268.700559,0.000000,-0.310853,8.064009,0.000000,386.67
35,6665.276301,276.774200,0.000000,-0.320188,8.073641,0.000000,383.33
36,6664.946768,284.857462,0.000000,-0.329533,8.083261,0.000000,380.00
37,6664.607879,292.950333,0.000000,-0.338889,8.092871,0.000000,376.67
38,6664.259624,301.052801,0.000000,-0.348255,8.102469,0.000000,373.33
39,6663.901992,309.164857,0.000000,-0.357632,8.112055,0.000000,370.00
40,6663.534973,317.286487,0.000000,-0.367019,8.121630,0.000000,366.67
41,6663.158557,325.417681,0.000000,-0.376417,8.131194,0.000000,363.33
42,6662.772732,333.558428,0.000000,-0.385825,8.140747,0.000000,360.00
43,6662.377488,341.708716,0.000000,-0.395243,8.150288,0.000000,356.67
44,6661.972816,349.868533,0.000000,-0.404672,8.159817,0.000000,353.33
45,6661.558705,358.037868,0.000000,-0.414111,8.169335,0.000000,350.00
46,6661.135144,366.216710,0.000000,-0.423561,8.178842,0.000000,346.67
47,6660.702123,374.405046,0.000000,-0.433021,8.188337,0.000000,343.33
48,6660.259633,382.602867,0.000000,-0.442491,8.197820,0.000000,340.00
49,6659.807662,390.810158,0.000000,-0.451971,8.207292,0.000000,336.67
50,6659.346201,399.026911,0.000000,-0.461461,8.216752,0.000000,333.33
51,6658.875239,407.253111,0.000000,-0.470962,8.226201,0.000000,330.00
52,6658.394766,415.488749,0.000000,-0.480472,8.235638,0.000000,326.67
53,6657.904773,423.733812,0.000000,-0.489993,8.245063,0.000000,323.33
54,6657.405249,431.988288,0.000000,-0.499524,8.254477,0.000000,320.00
55,6656.896185,440.252167,0.000000,-0.509065,8.263878,0.000000,316.67
56,6656.377569,448.525435,0.000000,-0.518615,8.273268,0.000000,313.33
57,6655.849393,456.808082,0.000000,-0.528176,8.282647,0.000000,310.00
58,6655.311646,465.100095,0.000000,-0.537747,8.292013,0.000000,306.67
59,6654.764319,473.401464,0.000000,-0.547327,8.301368,0.000000,303.33
60,6654.207402,481.712175,0.000000,-0.556918,8.310711,0.000000,300.00
61,6653.640884,490.032217,0.000000,-0.566518,8.320042,0.000000,296.67
62,6653.064756,498.361578,0.000000,-0.576128,8.329361,0.000000,293.33
63,6652.479008,506.700246,0.000000,-0.585748,8.338668,0.000000,290.00
64,6651.883631,515.048210,0.000000,-0.595377,8.347964,0.000000,286.67
65,6651.278615,523.405457,0.000000,-0.605016,8.357247,0.000000,283.33
66,6650.663950,531.771976,0.000000,-0.614665,8.366519,0.000000,280.00
67,6650.039627,540.147754,0.000000,-0.624323,8.375778,0.000000,276.67
68,6649.405636,548.532780,0.000000,-0.633991,8.385026,0.000000,273.33
69,6648.761967,556.927041,0.000000,-0.643669,8.394261,0.000000,270.00
70,6648.108610,565.330525,0.000000,-0.653356,8.403484,0.000000,266.67
71,6647.445558,573.743220,0.000000,-0.663053,8.412696,0.000000,263.33
72,6646.772799,582.165115,0.000000,-0.672759,8.421895,0.000000,260.00
73,6646.090325,590.596197,0.000000,-0.682474,8.431082,0.000000,256.67
74,6645.398126,599.036454,0.000000,-0.692199,8.440257,0.000000,253.33
75,6644.696192,607.485873,0.000000,-0.701933,8.449419,0.000000,250.00
76,6643.984516,615.944443,0.000000,-0.711677,8.458570,0.000000,246.67
77,6643.263086,624.412151,0.000000,-0.721430,8.467708,0.000000,243.33
78,6642.531894,632.888986,0.000000,-0.731192,8.476834,0.000000,240.00
79,6641.790931,641.374934,0.000000,-0.740963,8.485948,0.000000,236.67
80,6641.040187,649.869984,0.000000,-0.750744,8.495050,0.000000,233.33
81,6640.279654,658.374123,0.000000,-0.760533,8.504139,0.000000,230.00
82,6639.509322,666.887340,0.000000,-0.770332,8.513216,0.000000,226.67
83,6638.729183,675.409621,0.000000,-0.780140,8.522281,0.000000,223.33
84,6637.939226,683.940954,0.000000,-0.789957,8.531333,0.000000,220.00
85,6637.139443,692.481328,0.000000,-0.799783,8.540373,0.000000,216.67
86,6636.329826,701.030729,0.000000,-0.809617,8.549401,0.000000,213.33
87,6635.510365,709.589145,0.000000,-0.819461,8.558416,0.000000,210.00
88,6634.681051,718.156564,0.000000,-0.829314,8.567419,0.000000,206.67
89,6633.841875,726.732973,0.000000,-0.839176,8.576409,0.000000,203.33
90,6632.992829,735.318360,0.000000,-0.849046,8.585387,0.000000,200.00
91,6632.133904,743.912713,0.000000,-0.858925,8.594353,0.000000,196.67
92,6631.265091,752.516018,0.000000,-0.868813,8.603305,0.000000,193.33
93,6630.386381,761.128264,0.000000,-0.878710,8.612246,0.000000,190.00
94,6629.497766,769.749437,0.000000,-0.888615,8.621174,0.000000,186.67
95,6628.599237,778.379526,0.000000,-0.898529,8.630089,0.000000,183.33
96,6627.690785,787.018518,0.000000,-0.908452,8.638991,0.000000,180.00
97,6626.772402,795.666399,0.000000,-0.918383,8.647881,0.000000,176.67
98,6625.844079,804.323158,0.000000,-0.928323,8.656759,0.000000,173.33
99,6624.905807,812.988782,0.000000,-0.938271,8.665624,0.000000,170.00
100,6623.957579,821.663257,0.000000,-0.948228,8.674476,0.000000,166.67
101,6622.999386,830.346573,0.000000,-0.958193,8.683315,0.000000,163.33
102,6622.031219,839.038715,0.000000,-0.968167,8.692142,0.000000,160.00
103,6621.053070,847.739671,0.000000,-0.978149,8.700956,0.000000,156.67
104,6620.064931,856.449428,0.000000,-0.988139,8.709757,0.000000,153.33
105,6619.066793,865.167974,0.000000,-0.998138,8.718546,0.000000,150.00
106,6618.058649,873.895295,0.000000,-1.008145,8.727322,0.000000,146.67
107,6617.040489,882.631380,0.000000,-1.018160,8.736085,0.000000,143.33
108,6616.012306,891.376215,0.000000,-1.028183,8.744835,0.000000,140.00
109,6614.974091,900.129787,0.000000,-1.038214,8.753572,0.000000,136.67
110,6613.925837,908.892084,0.000000,-1.048254,8.762297,0.000000,133.33
111,6612.867536,917.663093,0.000000,-1.058301,8.771009,0.000000,130.00
112,6611.799179,926.442800,0.000000,-1.068357,8.779707,0.000000,126.67
113,6610.720758,935.231193,0.000000,-1.078421,8.788393,0.000000,123.33
114,6609.632266,944.028259,0.000000,-1.088492,8.797066,0.000000,120.00
115,6608.533695,952.833986,0.000000,-1.098572,8.805726,0.000000,116.67
116,6607.425036,961.648359,0.000000,-1.108659,8.814374,0.000000,113.33
117,6606.306282,970.471367,0.000000,-1.118754,8.823008,0.000000,110.00
118,6605.177425,979.302996,0.000000,-1.128857,8.831629,0.000000,106.67
119,6604.038457,988.143233,0.000000,-1.138968,8.840237,0.000000,103.33
120,6602.889371,996.992066,0.000000,-1.149086,8.848832,0.000000,100.00
121,6601.730158,1005.849480,0.000000,-1.159212,8.857415,0.000000,96.67
122,6600.560812,1014.715464,0.000000,-1.169346,8.865984,0.000000,93.33
123,6599.381325,1023.590004,0.000000,-1.179488,8.874540,0.000000,90.00
124,6598.191688,1032.473087,0.000000,-1.189636,8.883083,0.000000,86.67
125,6596.991895,1041.364700,0.000000,-1.199793,8.891613,0.000000,83.33
126,6595.781938,1050.264829,0.000000,-1.209957,8.900130,0.000000,80.00
127,6594.561810,1059.173463,0.000000,-1.220128,8.908633,0.000000,76.67
128,6593.331503,1068.090587,0.000000,-1.230307,8.917124,0.000000,73.33
129,6592.091009,1077.016188,0.000000,-1.240493,8.925601,0.000000,70.00
130,6590.840323,1085.950254,0.000000,-1.250687,8.934066,0.000000,66.67
131,6589.579435,1094.892771,0.000000,-1.260888,8.942517,0.000000,63.33
132,6588.308339,1103.843726,0.000000,-1.271096,8.950955,0.000000,60.00
133,6587.027028,1112.803105,0.000000,-1.281311,8.959379,0.000000,56.67
134,6585.735495,1121.770896,0.000000,-1.291534,8.967791,0.000000,53.33
135,6584.433732,1130.747085,0.000000,-1.301763,8.976189,0.000000,50.00
136,6583.121732,1139.731660,0.000000,-1.312000,8.984574,0.000000,46.67
137,6581.799488,1148.724606,0.000000,-1.322244,8.992946,0.000000,43.33
138,6580.466994,1157.725910,0.000000,-1.332494,9.001304,0.000000,40.00
139,6579.124242,1166.735560,0.000000,-1.342752,9.009650,0.000000,36.67
140,6577.771225,1175.753541,0.000000,-1.353017,9.017981,0.000000,33.33
141,6576.407937,1184.779841,0.000000,-1.363288,9.026300,0.000000,30.00
142,6575.034371,1193.814446,0.000000,-1.373567,9.034605,0.000000,26.67
143,6573.650519,1202.857343,0.000000,-1.383852,9.042897,0.000000,23.33
144,6572.256375,1211.908518,0.000000,-1.394144,9.051175,0.000000,20.00
145,6570.851933,1220.967959,0.000000,-1.404442,9.059441,0.000000,16.67
146,6569.437185,1230.035651,0.000000,-1.414748,9.067692,0.000000,13.33
147,6568.012125,1239.111582,0.000000,-1.425060,9.075931,0.000000,10.00
148,6566.576747,1248.195737,0.000000,-1.435378,9.084155,0.000000,6.67
149,6565.131043,1257.288104,0.000000,-1.445704,9.092367,0.000000,3.33
150,6563.675008,1266.388669,0.000000,-1.456035,9.100565,0.000000,0.00
151,6562.208634,1275.497419,0.000000,-1.466374,9.108750,0.000000,0.00
152,6560.733505,1284.604466,0.000000,-1.475129,9.107048,0.000000,0.00
153,6559.249624,1293.709801,0.000000,-1.483881,9.105334,0.000000,0.00
154,6557.756995,1302.813409,0.000000,-1.492630,9.103609,0.000000,0.00
155,6556.255619,1311.915280,0.000000,-1.501376,9.101871,0.000000,0.00
156,6554.745501,1321.015402,0.000000,-1.510118,9.100122,0.000000,0.00
157,6553.226644,1330.113762,0.000000,-1.518857,9.098360,0.000000,0.00
158,6551.699050,1339.210349,0.000000,-1.527593,9.096587,0.000000,0.00
159,6550.162724,1348.305152,0.000000,-1.536326,9.094802,0.000000,0.00
160,6548.617668,1357.398157,0.000000,-1.545056,9.093005,0.000000,0.00
161,6547.063886,1366.489353,0.000000,-1.553782,9.091197,0.000000,0.00
162,6545.501382,1375.578729,0.000000,-1.562505,9.089376,0.000000,0.00
163,6543.930158,1384.666273,0.000000,-1.571224,9.087543,0.000000,0.00
164,6542.350218,1393.751972,0.000000,-1.579940,9.085699,0.000000,0.00
165,6540.761565,1402.835815,0.000000,-1.588653,9.083843,0.000000,0.00
166,6539.164203,1411.917791,0.000000,-1.597362,9.081975,0.000000,0.00
167,6537.558136,1420.997886,0.000000,-1.606067,9.080096,0.000000,0.00
168,6535.943367,1430.076090,0.000000,-1.614769,9.078204,0.000000,0.00
169,6534.319899,1439.152391,0.000000,-1.623468,9.076301,0.000000,0.00
170,6532.687737,1448.226777,0.000000,-1.632163,9.074386,0.000000,0.00
171,6531.046883,1457.299236,0.000000,-1.640854,9.072459,0.000000,0.00
172,6529.397341,1466.369757,0.000000,-1.649542,9.070521,0.000000,0.00
173,6527.739115,1475.438327,0.000000,-1.658226,9.068570,0.000000,0.00
174,6526.072209,1484.504935,0.000000,-1.666906,9.066608,0.000000,0.00
175,6524.396626,1493.569570,0.000000,-1.675583,9.064635,0.000000,0.00
176,6522.712370,1502.632219,0.000000,-1.684256,9.062649,0.000000,0.00
177,6521.019444,1511.692871,0.000000,-1.692925,9.060652,0.000000,0.00
178,6519.317853,1520.751514,0.000000,-1.701591,9.058643,0.000000,0.00
179,6517.607601,1529.808136,0.000000,-1.710253,9.056623,0.000000,0.00
180,6515.888690,1538.862727,0.000000,-1.718911,9.054590,0.000000,0.00
181,6514.161126,1547.915274,0.000000,-1.727565,9.052547,0.000000,0.00
182,6512.424911,1556.965765,0.000000,-1.736215,9.050491,0.000000,0.00
183,6510.680050,1566.014189,0.000000,-1.744861,9.048424,0.000000,0.00
184,6508.926546,1575.060534,0.000000,-1.753503,9.046345,0.000000,0.00
185,6507.164404,1584.104789,0.000000,-1.762142,9.044255,0.000000,0.00
186,6505.393628,1593.146942,0.000000,-1.770776,9.042153,0.000000,0.00
187,6503.614221,1602.186981,0.000000,-1.779407,9.040039,0.000000,0.00
188,6501.826188,1611.224895,0.000000,-1.788033,9.037914,0.000000,0.00
189,6500.029532,1620.260673,0.000000,-1.796656,9.035777,0.000000,0.00
190,6498.224258,1629.294302,0.000000,-1.805274,9.033629,0.000000,0.00
191,6496.410369,1638.325771,0.000000,-1.813888,9.031469,0.000000,0.00
192,6494.587871,1647.355069,0.000000,-1.822499,9.029298,0.000000,0.00
193,6492.756766,1656.382184,0.000000,-1.831105,9.027115,0.000000,0.00
194,6490.917060,1665.407104,0.000000,-1.839706,9.024921,0.000000,0.00
195,6489.068756,1674.429819,0.000000,-1.848304,9.022715,0.000000,0.00
196,6487.211858,1683.450316,0.000000,-1.856898,9.020497,0.000000,0.00
197,6485.346371,1692.468584,0.000000,-1.865487,9.018268,0.000000,0.00
198,6483.472299,1701.484612,0.000000,-1.874072,9.016028,0.000000,0.00
199,6481.589647,1710.498388,0.000000,-1.882653,9.013776,0.000000,0.00
200,6479.698418,1719.509901,0.000000,-1.891229,9.011513,0.000000,0.00
201,6477.798617,1728.519138,0.000000,-1.899801,9.009238,0.000000,0.00
202,6475.890248,1737.526090,0.000000,-1.908369,9.006952,0.000000,0.00
203,6473.973316,1746.530744,0.000000,-1.916932,9.004654,0.000000,0.00
204,6472.047826,1755.533089,0.000000,-1.925491,9.002345,0.000000,0.00
205,6470.113780,1764.533114,0.000000,-1.934045,9.000025,0.000000,0.00
206,6468.171185,1773.530807,0.000000,-1.942595,8.997693,0.000000,0.00
207,6466.220044,1782.526157,0.000000,-1.951141,8.995350,0.000000,0.00
208,6464.260362,1791.519152,0.000000,-1.959682,8.992995,0.000000,0.00
209,6462.292144,1800.509782,0.000000,-1.968218,8.990629,0.000000,0.00
210,6460.315394,1809.498034,0.000000,-1.976750,8.988252,0.000000,0.00
211,6458.330116,1818.483898,0.000000,-1.985278,8.985864,0.000000,0.00
212,6456.336315,1827.467362,0.000000,-1.993801,8.983464,0.000000,0.00
213,6454.333997,1836.448415,0.000000,-2.002319,8.981053,0.000000,0.00
214,6452.323164,1845.427046,0.000000,-2.010832,8.978631,0.000000,0.00
215,6450.303823,1854.403243,0.000000,-2.019341,8.976197,0.000000,0.00
216,6448.275978,1863.376995,0.000000,-2.027845,8.973752,0.000000,0.00
217,6446.239633,1872.348291,0.000000,-2.036345,8.971296,0.000000,0.00
218,6444.194794,1881.317120,0.000000,-2.044840,8.968829,0.000000,0.00
219,6442.141464,1890.283470,0.000000,-2.053329,8.966350,0.000000,0.00
220,6440.079649,1899.247330,0.000000,-2.061815,8.963860,0.000000,0.00
221,6438.009354,1908.208689,0.000000,-2.070295,8.961359,0.000000,0.00
222,6435.930584,1917.167537,0.000000,-2.078771,8.958847,0.000000,0.00
223,6433.843343,1926.123861,0.000000,-2.087241,8.956324,0.000000,0.00
224,6431.747635,1935.077650,0.000000,-2.095707,8.953790,0.000000,0.00
225,6429.643467,1944.028894,0.000000,-2.104168,8.951244,0.000000,0.00
226,6427.530843,1952.977582,0.000000,-2.112624,8.948687,0.000000,0.00
227,6425.409768,1961.923701,0.000000,-2.121075,8.946119,0.000000,0.00
228,6423.280247,1970.867242,0.000000,-2.129521,8.943541,0.000000,0.00
229,6421.142285,1979.808192,0.000000,-2.137962,8.940951,0.000000,0.00
230,6418.995886,1988.746542,0.000000,-2.146398,8.938349,0.000000,0.00
231,6416.841057,1997.682279,0.000000,-2.154829,8.935737,0.000000,0.00
232,6414.677802,2006.615393,0.000000,-2.163255,8.933114,0.000000,0.00
233,6412.506125,2015.545873,0.000000,-2.171676,8.930480,0.000000,0.00
234,6410.326033,2024.473708,0.000000,-2.180092,8.927835,0.000000,0.00
235,6408.137530,2033.398886,0.000000,-2.188503,8.925179,0.000000,0.00
236,6405.940622,2042.321398,0.000000,-2.196908,8.922511,0.000000,0.00
237,6403.735313,2051.241231,0.000000,-2.205309,8.919833,0.000000,0.00
238,6401.521609,2060.158375,0.000000,-2.213704,8.917144,0.000000,0.00
239,6399.299516,2069.072819,0.000000,-2.222094,8.914444,0.000000,0.00
240,6397.069037,2077.984552,0.000000,-2.230479,8.911733,0.000000,0.00
241,6394.830179,2086.893563,0.000000,-2.238858,8.909011,0.000000,0.00
242,6392.582947,2095.799841,0.000000,-2.247232,8.906278,0.000000,0.00
243,6390.327346,2104.703376,0.000000,-2.255601,8.903534,0.000000,0.00
244,6388.063382,2113.604155,0.000000,-2.263964,8.900780,0.000000,0.00
245,6385.791059,2122.502170,0.000000,-2.272323,8.898014,0.000000,0.00
246,6383.510383,2131.397408,0.000000,-2.280675,8.895238,0.000000,0.00
247,6381.221361,2140.289859,0.000000,-2.289023,8.892451,0.000000,0.00
248,6378.923996,2149.179512,0.000000,-2.297365,8.889653,0.000000,0.00
249,6376.618294,2158.066356,0.000000,-2.305701,8.886844,0.000000,0.00
250,6374.304262,2166.950381,0.000000,-2.314033,8.884025,0.000000,0.00
251,6371.981903,2175.831576,0.000000,-2.322358,8.881194,0.000000,0.00
252,6369.651225,2184.709929,0.000000,-2.330678,8.878353,0.000000,0.00
253,6367.312232,2193.585431,0.000000,-2.338993,8.875502,0.000000,0.00
254,6364.964930,2202.458070,0.000000,-2.347302,8.872639,0.000000,0.00
255,6362.609325,2211.327836,0.000000,-2.355605,8.869766,0.000000,0.00
256,6360.245421,2220.194718,0.000000,-2.363903,8.866882,0.000000,0.00
257,6357.873226,2229.058705,0.000000,-2.372196,8.863987,0.000000,0.00
258,6355.492744,2237.919787,0.000000,-2.380482,8.861082,0.000000,0.00
259,6353.103980,2246.777953,0.000000,-2.388763,8.858166,0.000000,0.00
260,6350.706942,2255.633193,0.000000,-2.397039,8.855240,0.000000,0.00
261,6348.301634,2264.485495,0.000000,-2.405308,8.852302,0.000000,0.00
262,6345.888061,2273.334849,0.000000,-2.413572,8.849355,0.000000,0.00
263,6343.466231,2282.181245,0.000000,-2.421830,8.846396,0.000000,0.00
264,6341.036148,2291.024673,0.000000,-2.430083,8.843427,0.000000,0.00
265,6338.597819,2299.865120,0.000000,-2.438329,8.840448,0.000000,0.00
266,6336.151249,2308.702578,0.000000,-2.446570,8.837458,0.000000,0.00
267,6333.696444,2317.537035,0.000000,-2.454805,8.834457,0.000000,0.00
268,6331.233409,2326.368481,0.000000,-2.463034,8.831446,0.000000,0.00
269,6328.762151,2335.196905,0.000000,-2.471258,8.828424,0.000000,0.00
270,6326.282676,2344.022297,0.000000,-2.479475,8.825392,0.000000,0.00
271,6323.794990,2352.844647,0.000000,-2.487687,8.822350,0.000000,0.00
272,6321.299097,2361.663944,0.000000,-2.495892,8.819297,0.000000,0.00
273,6318.795006,2370.480177,0.000000,-2.504092,8.816233,0.000000,0.00
274,6316.282720,2379.293336,0.000000,-2.512286,8.813159,0.000000,0.00
275,6313.762247,2388.103411,0.000000,-2.520473,8.810075,0.000000,0.00
276,6311.233592,2396.910392,0.000000,-2.528655,8.806981,0.000000,0.00
277,6308.696761,2405.714267,0.000000,-2.536831,8.803876,0.000000,0.00
278,6306.151761,2414.515028,0.000000,-2.545000,8.800760,0.000000,0.00
279,6303.598597,2423.312662,0.000000,-2.553164,8.797635,0.000000,0.00
280,6301.037275,2432.107161,0.000000,-2.561321,8.794499,0.000000,0.00
281,6298.467803,2440.898513,0.000000,-2.569473,8.791352,0.000000,0.00
282,6295.890185,2449.686708,0.000000,-2.577618,8.788196,0.000000,0.00
283,6293.304428,2458.471737,0.000000,-2.585757,8.785029,0.000000,0.00
284,6290.710538,2467.253589,0.000000,-2.593890,8.781852,0.000000,0.00
285,6288.108521,2476.032253,0.000000,-2.602017,8.778664,0.000000,0.00
286,6285.498384,2484.807720,0.000000,-2.610137,8.775467,0.000000,0.00
287,6282.880133,2493.579979,0.000000,-2.618251,8.772259,0.000000,0.00
288,6280.253773,2502.349020,0.000000,-2.626360,8.769041,0.000000,0.00
289,6277.619312,2511.114833,0.000000,-2.634461,8.765813,0.000000,0.00
290,6274.976755,2519.877407,0.000000,-2.642557,8.762575,0.000000,0.00
291,6272.326109,2528.636733,0.000000,-2.650646,8.759326,0.000000,0.00
292,6269.667380,2537.392801,0.000000,-2.658729,8.756068,0.000000,0.00
293,6267.000575,2546.145600,0.000000,-2.666805,8.752799,0.000000,0.00
294,6264.325699,2554.895120,0.000000,-2.674876,8.749520,0.000000,0.00
295,6261.642760,2563.641351,0.000000,-2.682939,8.746231,0.000000,0.00
296,6258.951763,2572.384284,0.000000,-2.690997,8.742933,0.000000,0.00
297,6256.252715,2581.123908,0.000000,-2.699048,8.739624,0.000000,0.00
298,6253.545623,2589.860212,0.000000,-2.707092,8.736305,0.000000,0.00
299,6250.830493,2598.593188,0.000000,-2.715130,8.732976,0.000000,0.00
300,6248.107331,2607.322825,0.000000,-2.723162,8.729637,0.000000,0.00
301,6245.376144,2616.049113,0.000000,-2.731187,8.726288,0.000000,0.00
302,6242.636938,2624.772043,0.000000,-2.739206,8.722929,0.000000,0.00
303,6239.889721,2633.491603,0.000000,-2.747218,8.719561,0.000000,0.00
304,6237.134498,2642.207785,0.000000,-2.755223,8.716182,0.000000,0.00
305,6234.371276,2650.920578,0.000000,-2.763222,8.712793,0.000000,0.00
306,6231.600061,2659.629973,0.000000,-2.771214,8.709395,0.000000,0.00
307,6228.820861,2668.335960,0.000000,-2.779200,8.705987,0.000000,0.00
308,6226.033682,2677.038529,0.000000,-2.787179,8.702569,0.000000,0.00
309,6223.238530,2685.737669,0.000000,-2.795152,8.699141,0.000000,0.00
310,6220.435413,2694.433372,0.000000,-2.803117,8.695703,0.000000,0.00
311,6217.624336,2703.125627,0.000000,-2.811077,8.692255,0.000000,0.00
312,6214.805307,2711.814425,0.000000,-2.819029,8.688798,0.000000,0.00
313,6211.978333,2720.499756,0.000000,-2.826975,8.685331,0.000000,0.00
314,6209.143419,2729.181610,0.000000,-2.834914,8.681854,0.000000,0.00
315,6206.300574,2737.859977,0.000000,-2.842846,8.678367,0.000000,0.00
316,6203.449802,2746.534849,0.000000,-2.850771,8.674871,0.000000,0.00
317,6200.591113,2755.206214,0.000000,-2.858690,8.671365,0.000000,0.00
318,6197.724511,2763.874064,0.000000,-2.866602,8.667850,0.000000,0.00
319,6194.850004,2772.538388,0.000000,-2.874507,8.664325,0.000000,0.00
320,6191.967599,2781.199178,0.000000,-2.882405,8.660790,0.000000,0.00
321,6189.077303,2789.856423,0.000000,-2.890296,8.657245,0.000000,0.00
322,6186.179123,2798.510114,0.000000,-2.898181,8.653691,0.000000,0.00
323,6183.273065,2807.160242,0.000000,-2.906058,8.650127,0.000000,0.00
324,6180.359136,2815.806796,0.000000,-2.913929,8.646554,0.000000,0.00
325,6177.437343,2824.449767,0.000000,-2.921792,8.642972,0.000000,0.00
326,6174.507694,2833.089147,0.000000,-2.929649,8.639379,0.000000,0.00
327,6171.570195,2841.724924,0.000000,-2.937499,8.635777,0.000000,0.00
328,6168.624854,2850.357090,0.000000,-2.945342,8.632166,0.000000,0.00
329,6165.671676,2858.985636,0.000000,-2.953177,8.628546,0.000000,0.00
330,6162.710670,2867.610551,0.000000,-2.961006,8.624915,0.000000,0.00
331,6159.741842,2876.231827,0.000000,-2.968828,8.621276,0.000000,0.00
332,6156.765199,2884.849454,0.000000,-2.976643,8.617627,0.000000,0.00
333,6153.780749,2893.463422,0.000000,-2.984450,8.613968,0.000000,0.00
334,6150.788498,2902.073723,0.000000,-2.992251,8.610301,0.000000,0.00
335,6147.788454,2910.680347,0.000000,-3.000044,8.606624,0.000000,0.00
336,6144.780623,2919.283284,0.000000,-3.007831,8.602937,0.000000,0.00
337,6141.765014,2927.882525,0.000000,-3.015610,8.599241,0.000000,0.00
338,6138.741632,2936.478061,0.000000,-3.023382,8.595536,0.000000,0.00
339,6135.710485,2945.069883,0.000000,-3.031147,8.591822,0.000000,0.00
340,6132.671581,2953.657982,0.000000,-3.038904,8.588098,0.000000,0.00
341,6129.624926,2962.242347,0.000000,-3.046655,8.584366,0.000000,0.00
342,6126.570528,2970.822971,0.000000,-3.054398,8.580623,0.000000,0.00
343,6123.508393,2979.399843,0.000000,-3.062134,8.576872,0.000000,0.00
344,6120.438531,2987.972954,0.000000,-3.069863,8.573112,0.000000,0.00
345,6117.360946,2996.542297,0.000000,-3.077584,8.569342,0.000000,0.00
346,6114.275647,3005.107860,0.000000,-3.085299,8.565563,0.000000,0.00
347,6111.182642,3013.669635,0.000000,-3.093006,8.561775,0.000000,0.00
348,6108.081936,3022.227614,0.000000,-3.100705,8.557978,0.000000,0.00
349,6104.973539,3030.781786,0.000000,-3.108398,8.554172,0.000000,0.00
350,6101.857456,3039.332143,0.000000,-3.116083,8.550357,0.000000,0.00
351,6098.733696,3047.878676,0.000000,-3.123760,8.546533,0.000000,0.00
352,6095.602265,3056.421376,0.000000,-3.131430,8.542700,0.000000,0.00
353,6092.463172,3064.960234,0.000000,-3.139093,8.538857,0.000000,0.00
354,6089.316423,3073.495240,0.000000,-3.146749,8.535006,0.000000,0.00
355,6086.162027,3082.026386,0.000000,-3.154397,8.531146,0.000000,0.00
356,6082.999989,3090.553663,0.000000,-3.162037,8.527277,0.000000,0.00
357,6079.830319,3099.077061,0.000000,-3.169670,8.523399,0.000000,0.00
358,6076.653023,3107.596573,0.000000,-3.177296,8.519512,0.000000,0.00
359,6073.468109,3116.112189,0.000000,-3.184914,8.515616,0.000000,0.00
360,6070.275584,3124.623900,0.000000,-3.192525,8.511711,0.000000,0.00
